brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,vehicle_age,price_per_mile,is_luxury,high_mileage,age_group
Mazda,CX-9 Grand Touring,2021,46707,Gasoline,2.5,6-Speed Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,32541,5,0.6966900745054381,0,0,New
Ford,Expedition Max Limited,2022,26500,Gasoline,440.0,A/T,White,Beige,None reported,Yes,65900,4,2.486698615146598,0,0,New
Nissan,Titan XD SV,2020,10001,Gasoline,5.6,9-Speed Automatic,Black,Black,None reported,Yes,47214,6,4.720455908818236,0,0,Moderate
Lexus,LX 570 Three-Row,2019,19050,Gasoline,383.0,8-Speed A/T,Black,Beige,None reported,Yes,76900,7,4.036533515301034,1,0,Moderate
Chevrolet,Traverse Premier,2020,52000,Gasoline,310.0,A/T,White,Black,None reported,Yes,35800,6,0.6884482990711717,0,0,Moderate
Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,188.0,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,54999,12,0.846125444223935,1,0,Old
BMW,X5 3.0i,2004,140000,Gasoline,225.0,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,6730,22,0.04807108520653424,1,1,Very Old
Ford,Fusion SE,2018,75600,Gasoline,181.0,A/T,Blue,Black,At least 1 accident or damage reported,Yes,14950,8,0.19774870702768482,0,0,Moderate
Lincoln,MKZ Base,2015,117292,Gasoline,240.0,A/T,Beige,Beige,None reported,Yes,12000,11,0.10230789561184385,0,1,Old
Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,420.0,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,33600,9,1.2922579900773048,0,0,Moderate
Ford,Shelby GT500 Base,2014,15629,Gasoline,5.8,6-Speed Manual,Black,Black,None reported,Yes,61900,12,3.9603326935380676,0,0,Old
Saturn,Sky Base,2008,15020,Gasoline,173.0,A/T,Silver,Red,None reported,Yes,18500,18,1.2316090806204647,0,0,Old
Toyota,Land Cruiser,2016,50361,Gasoline,5.7,Automatic,Silver,Black,None reported,Yes,65998,10,1.310472181406616,0,0,Moderate
Mercedes-Benz,SL-Class SL 550,2013,115000,Gasoline,429.0,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,36000,13,0.3130407561673377,1,1,Old
Porsche,911 Carrera C2S,2005,28500,Gasoline,355.0,6-Speed M/T,Silver,Black,None reported,Yes,63500,21,2.227992000280692,1,0,Very Old
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,375.0,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000,8,0.6189435407438928,1,0,Moderate
Ford,Taurus X Limited,2008,148949,Gasoline,263.0,A/T,Blue,Beige,None reported,Yes,3900,18,0.026183282980866064,0,1,Old
BMW,440 Gran Coupe i,2018,39300,Gasoline,320.0,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,31750,8,0.8078674842879316,1,0,Moderate
Honda,S2000 CR,2008,82323,Gasoline,237.0,6-Speed M/T,Black,Black,None reported,Yes,28500,18,0.3461930907147369,0,0,Old
Acura,Integra w/A-Spec Tech Package,2023,3574,Gasoline,1.5,Variable,Apex Blue,Orchid,None reported,Yes,34998,3,9.78965034965035,0,0,New
Ford,Excursion Limited,2001,109357,Gasoline,310.0,A/T,Green,Beige,None reported,Yes,12749,25,0.11658040564019093,0,1,Very Old
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,302.0,A/T,White,Gray,None reported,Yes,18853,22,0.4098389165452925,1,0,Very Old
INFINITI,G35 Sport,2007,37100,Gasoline,306.0,6-Speed M/T,Gray,Black,None reported,Yes,16900,19,0.4555133284817121,0,0,Old
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,210.0,6-Speed M/T,Silver,Black,None reported,Yes,14500,10,0.16291951775822744,0,0,Moderate
Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,6.4,8-Speed Automatic,Go Mango!,Black,None reported,Yes,53900,4,43.43271555197421,0,0,New
Lincoln,Navigator L Reserve,2019,67073,Gasoline,450.0,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47999,7,0.7156126069714047,0,0,Moderate
Maserati,Ghibli S Q4,2015,28700,Gasoline,404.0,8-Speed A/T,White,Red,None reported,Yes,24900,11,0.8675655900491273,1,0,Old
Tesla,Model X Base,2023,8200,Gasoline,670.0,A/T,Black,Black,None reported,Yes,93999,3,11.461894890866967,1,0,New
Ford,Expedition Limited,2018,98995,Gasoline,3.5,Automatic,Ingot Silver Metallic,Ebony,None reported,Yes,34998,8,0.3535294355327488,0,0,Moderate
Volkswagen,Routan SE,2012,123815,Gasoline,283.0,6-Speed A/T,Black,Gray,None reported,Yes,5000,14,0.040382503069070236,0,1,Old
Toyota,Highlander XLE,2020,61341,Gasoline,3.5,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,Yes,34084,6,0.5556388771151902,0,0,Moderate
Honda,Civic LX,2016,96473,Gasoline,2.0,Automatic CVT,Black,Black,None reported,Yes,15599,10,0.1616912328710326,0,0,Moderate
Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,3.6,5-Speed Automatic,Black Clearcoat,Black,None reported,Yes,31331,9,0.4739365886125734,0,0,Moderate
Land,Rover Range Rover Supercharged,2008,114287,Gasoline,400.0,6-Speed A/T,Black,Black,None reported,Yes,9900,18,0.0866232675346493,1,1,Old
Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,150.0,5-Speed A/T,Gold,Beige,None reported,Yes,14500,11,0.19333075558992546,0,0,Old
BMW,M6 Base,2016,45800,Gasoline,560.0,7-Speed A/T,Gold,Black,None reported,Yes,36800,10,0.803475906639593,1,0,Moderate
BMW,X6 sDrive35i,2016,70582,Gasoline,300.0,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,35000,10,0.49587011036651885,1,0,Moderate
Porsche,Cayman S,2014,33088,Gasoline,325.0,7-Speed A/T,Black,Black,None reported,Yes,49750,12,1.503520807519115,1,0,Old
Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,266.0,CVT Transmission,Silver,Beige,None reported,Yes,49000,5,26.472177201512697,0,0,New
Cadillac,DTS Luxury II,2008,94155,Gasoline,275.0,4-Speed A/T,White,Beige,None reported,Yes,10500,18,0.11151705679935427,0,0,Old
Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,335.0,8-Speed A/T,Red,Beige,None reported,Yes,17999,10,0.7199312027518899,0,0,Moderate
GMC,Sierra 1500 SLT,2016,99500,Gasoline,355.0,8-Speed A/T,Gray,Black,None reported,Yes,27995,10,0.28135395624164583,0,0,Moderate
INFINITI,G37 x,2009,158564,Gasoline,328.0,A/T,Blue,Beige,None reported,Yes,8750,17,0.055182417305206066,0,1,Old
Ford,Transit-350 XLT,2023,20000,Gasoline,310.0,10-Speed A/T,Black,Black,None reported,Yes,78499,3,3.924753762311884,0,0,New
Cadillac,XTS Luxury,2018,46711,Gasoline,304.0,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,20850,8,0.44635211508820005,0,0,Moderate
Nissan,NV Passenger NV3500 HD SL V8,2017,46496,Gasoline,375.0,A/T,Black,Gray,None reported,Yes,41000,9,0.8817773189668151,0,0,Moderate
Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,Gasoline,362.0,9-Speed A/T,Silver,Black,None reported,Yes,53800,7,2.717034493207414,1,0,Moderate
Toyota,Land Cruiser Base,2008,175000,Gasoline,381.0,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,37900,18,0.21657019102747985,0,1,Old
Toyota,Land Cruiser Base,2016,61500,Gasoline,381.0,8-Speed A/T,White,Black,None reported,Yes,63500,10,1.0325035365278614,0,0,Moderate
RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,280.0,6-Speed A/T,Black,Gray,None reported,Yes,65000,10,1.3065064018813692,0,0,Moderate
Lincoln,MKZ Base,2011,83765,Gasoline,263.0,A/T,Black,Black,None reported,Yes,8995,15,0.10738247021464556,0,0,Old
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9,8-Speed Automatic,Verde,Black,None reported,Yes,75900,4,38.5866802236909,0,0,New
Chevrolet,Trailblazer LT,2021,50648,Gasoline,1.2,Automatic CVT,Pacific Blue Metallic,Jet Black,None reported,Yes,23995,5,0.47375071571008315,0,0,New
INFINITI,G37 x,2013,60058,Gasoline,328.0,A/T,White,Beige,At least 1 accident or damage reported,Yes,15000,13,0.24975440816530411,0,0,Old
Maserati,Levante S,2017,54423,Gasoline,424.0,8-Speed A/T,Black,Black,None reported,Yes,33950,9,0.6238056739673673,1,0,Moderate
Toyota,Highlander Limited,2022,24001,Gasoline,3.5,8-Speed Automatic,Wind Chill Pearl,Graphite,None reported,Yes,47498,4,1.9789184234647113,0,0,New
Nissan,Armada SL,2022,14735,Gasoline,5.6,Automatic,White,Black,None reported,Yes,50998,4,3.4607763300760044,0,0,New
Audi,Q5 Premium,2023,2425,Hybrid,2.0,Automatic,Mythos Black,–,None reported,Yes,42998,3,17.723825226710634,1,0,New
Lincoln,Navigator L Reserve,2019,64855,Gasoline,450.0,10-Speed A/T,Silver,Beige,None reported,Yes,46995,7,0.7246052793881831,0,0,Moderate
Mercedes-Benz,EQS 450+ Base,2022,16238,Gasoline,329.0,1-Speed A/T,White,Beige,None reported,Yes,62479,4,3.8474659769690254,1,0,New
RAM,1500 Laramie,2022,18051,Gasoline,5.7,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,47995,4,2.6587081763793488,0,0,New
Lincoln,Town Car Base,2004,36524,Gasoline,239.0,4-Speed A/T,Black,Black,None reported,Yes,14900,22,0.4079397672826831,0,0,Very Old
Acura,TLX w/A-Spec Package,2022,14896,Gasoline,2.0,2,Lunar Silver Metallic,Ebony,None reported,Yes,39998,4,2.684970128213734,0,0,New
Toyota,Camry Hybrid LE,2022,14048,Hybrid,2.5,Automatic CVT,Black,Black,None reported,Yes,29999,4,2.135312121859207,0,0,New
Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,402.0,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26000,12,0.3226527015958899,1,0,Old
Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,166.0,6-Speed M/T,Red,–,At least 1 accident or damage reported,Yes,11000,19,0.1351334750187344,0,0,Old
Porsche,718 Boxster Base,2019,6700,Gasoline,300.0,7-Speed A/T,Gray,Black,None reported,Yes,63000,7,9.401581853454708,1,0,Moderate
Ford,Transit-350 XLT,2015,143000,Gasoline,275.0,6-Speed A/T,Silver,Gray,None reported,Yes,22500,11,0.15734155705204858,0,1,Old
Kia,Sportage SX Turbo,2017,87842,Gasoline,2.0,6-Speed Automatic,Black Cherry,Black,None reported,Yes,18688,9,0.21274318955409083,0,0,Moderate
INFINITI,G37 S Sport,2010,116451,Gasoline,328.0,6-Speed M/T,White,Gray,None reported,Yes,16500,16,0.14168927970322537,0,1,Old
Nissan,Titan XD S,2019,53677,Gasoline,390.0,7-Speed A/T,Red,Gray,None reported,Yes,27900,7,0.5197660121465032,0,0,Moderate
Audi,S7 2.9T Prestige,2021,12000,Hybrid,444.0,8-Speed A/T,Gray,Black,None reported,Yes,77500,5,6.457795183734689,1,0,New
Land,Rover Discovery HSE,2019,20034,Gasoline,3.0,Automatic,Yulong White,Tan/Ebony,None reported,Yes,43998,7,2.1960569004242574,1,0,Moderate
Ford,Transit-350 XLT,2020,32000,Diesel,210.0,A/T,Black,Black,None reported,Yes,68000,6,2.1249335958251305,0,0,Moderate
INFINITI,Q70 3.7,2014,70312,Gasoline,330.0,7-Speed A/T,Black,Black,None reported,Yes,19995,12,0.28437131113734304,0,0,Old
Jeep,Gladiator Rubicon,2022,8794,Gasoline,285.0,A/T,White,Black,None reported,Yes,54000,4,6.139852188743604,0,0,New
Lincoln,MKX Base,2010,156000,Gasoline,265.0,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,5900,16,0.03782027038288216,0,1,Old
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,362.0,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,34250,8,0.5104245838363065,1,0,Moderate
Porsche,Cayman Base,2014,52000,Gasoline,275.0,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,37000,12,0.7115247783696468,1,0,Old
Acura,MDX 3.7L Advance,2011,137200,Gasoline,300.0,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,12000,15,0.08746291936647692,0,1,Old
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,292.0,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,32000,8,0.8888641982167163,0,0,Moderate
Kia,Forte GT-Line,2023,15500,Gasoline,147.0,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,24500,3,1.5805431907618863,0,0,New
BMW,M8 Competition,2020,10906,Gasoline,4.4,Automatic,Donington Grey Metallic,Black,None reported,Yes,96998,6,8.893187861006693,1,0,Moderate
Lincoln,MKC Select,2019,49814,Gasoline,2.0,6-Speed Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,Yes,26545,7,0.5328716250125464,0,0,Moderate
BMW,i8 Base,2015,846,Plug-In Hybrid,357.0,A/T,White,White,None reported,Yes,86999,11,102.71428571428571,1,0,Old
Toyota,Highlander XLE,2021,67039,Gasoline,3.5,8-Speed Automatic,Blue,Black,None reported,Yes,34645,5,0.5167810262529833,0,0,New
Mazda,CX-30 Premium Package,2023,2636,Gasoline,2.5,6-Speed Automatic,Platinum Quartz Metallic,Black,None reported,Yes,28535,3,10.821008722032612,0,0,New
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,3.6,8-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,43550,8,0.8681005441824307,1,0,Moderate
Lincoln,MKZ Reserve,2017,37375,Gasoline,400.0,6-Speed A/T,Blue,Brown,None reported,Yes,27500,9,0.7357662671232876,0,0,Moderate
Tesla,Model 3 Standard Range Plus,2021,21600,Gasoline,271.0,A/T,White,Black,None reported,Yes,31000,5,1.4351187445025693,1,0,New
Porsche,718 Cayman S,2019,9500,Gasoline,350.0,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,69000,7,7.262393432270287,1,0,Moderate
Chevrolet,Corvette Base,2005,143095,Gasoline,400.0,4-Speed A/T,Red,Black,None reported,Yes,16000,21,0.11181304858276961,0,1,Very Old
Acura,RSX Type S,2002,80000,Gasoline,200.0,6-Speed M/T,Beige,Beige,At least 1 accident or damage reported,Yes,8500,24,0.10624867189160135,0,0,Very Old
Porsche,Cayman S,2007,5856,Gasoline,295.0,6-Speed M/T,Black,Black,None reported,Yes,45000,19,7.683114222298105,1,0,Old
Audi,SQ7 4.0T,2022,28927,Gasoline,4.0,Automatic,Matador Red Metallic,Black,None reported,Yes,74900,4,2.5891869469026547,1,0,New
Honda,Ridgeline RTL-E,2021,14442,Gasoline,280.0,9-Speed A/T,White,Beige,None reported,Yes,38500,5,2.6656511805026657,0,0,New
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,302.0,7-Speed A/T,Silver,Black,None reported,Yes,12995,21,0.20304370244214934,1,0,Very Old
Lexus,GX 470 Base,2004,154000,Gasoline,235.0,A/T,White,Beige,At least 1 accident or damage reported,Yes,10000,22,0.06493464328153713,1,1,Very Old
Lexus,NX 200t Base,2015,54000,Gasoline,235.0,6-Speed A/T,White,Black,None reported,Yes,27000,11,0.49999074091220536,1,0,Old
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,3.0,8-Speed Automatic,Blu,Nero,None reported,Yes,52645,6,2.046691548091128,1,0,Moderate
Land,Rover Discovery Sport SE R-Dynamic,2020,20927,Gasoline,2.0,Automatic,Fuji White,–,None reported,Yes,35998,6,1.7200879204892967,1,0,Moderate
Audi,Q3 45 S line Premium,2022,9325,Gasoline,2.0,8-Speed Automatic,Mythos Black Metallic,Black,None reported,Yes,33610,4,3.6039030666952607,1,0,New
Ford,Explorer XLT,2020,61001,Gasoline,2.3,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,Yes,28616,6,0.46909937379102323,0,0,Moderate
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,469.0,9-Speed A/T,White,Black,None reported,Yes,46900,8,0.651723802509623,1,0,Moderate
Subaru,BRZ Premium,2023,5800,Gasoline,228.0,6-Speed M/T,Black,Black,None reported,Yes,29990,3,5.169798310636097,0,0,New
BMW,640 i,2016,40080,Gasoline,315.0,8-Speed A/T,Black,Black,None reported,Yes,28499,10,0.7110351538135276,1,0,Moderate
Kia,Stinger GT2,2020,57000,Gasoline,365.0,A/T,Black,Red,At least 1 accident or damage reported,Yes,36500,6,0.640339643164155,0,0,Moderate
Subaru,Forester 2.5 XT,2004,122000,Gasoline,210.0,5-Speed M/T,Gold,Black,At least 1 accident or damage reported,Yes,9999,22,0.08195834460373276,0,1,Very Old
Kia,Sportage X-Pro,2023,459,Gasoline,2.5,8-Speed Automatic,Jungle Green,Black,None reported,Yes,36998,3,80.4304347826087,0,0,New
BMW,M4 Base,2016,62500,Gasoline,425.0,7-Speed A/T,Black,Orange,At least 1 accident or damage reported,Yes,40500,10,0.6479896321658853,1,0,Moderate
Hyundai,Equus Signature,2013,72000,Gasoline,429.0,8-Speed A/T,Silver,Black,None reported,Yes,17500,13,0.24305217983083569,0,0,Old
Mercedes-Benz,AMG E 53 4MATIC,2020,8375,Gasoline,3.0,"Automatic, 9-Spd 9G-Tronic",BLACK,BLACK,None reported,Yes,69900,6,8.345272206303726,1,0,Moderate
BMW,M550 i xDrive,2020,40000,Gasoline,523.0,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,53000,6,1.3249668758281044,1,0,Moderate
Subaru,Impreza WRX STI,2014,77000,Gasoline,305.0,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,30000,12,0.38960532980091167,0,0,Old
Mazda,Mazda6 Grand Touring,2020,35902,Gasoline,2.5,6-Speed Automatic,Deep Crystal Blue Mica,Black,None reported,Yes,22966,6,0.6396679943180236,0,0,Moderate
Hyundai,Veloster Base,2013,800,Gasoline,132.0,Transmission w/Dual Shift Mode,Black,Gray,None reported,Yes,9800,13,12.234706616729088,0,0,Old
Land,Rover Defender X-Dynamic SE,2023,6204,Hybrid,3.0,Automatic,Eiger Grey,–,None reported,Yes,79998,3,12.892506043513295,1,0,New
Kia,Telluride SX,2020,69185,Gasoline,3.8,8-Speed Automatic,Ebony Black,Gray,None reported,Yes,37405,6,0.5406440609371839,0,0,Moderate
Maserati,GranTurismo Sport,2015,45000,Gasoline,454.0,6-Speed A/T,Black,Black,None reported,Yes,41900,11,0.9310904202128841,1,0,Old
BMW,540 i xDrive,2020,37426,Gasoline,2.0,Automatic,White,Black,None reported,Yes,39998,6,1.0686937237822962,1,0,Moderate
INFINITI,M56 Base,2011,137000,Gasoline,420.0,Transmission w/Dual Shift Mode,Gray,Brown,At least 1 accident or damage reported,Yes,8500,15,0.062043342749323,0,1,Old
Chevrolet,Corvette Stingray w/1LT,2023,4000,Gasoline,490.0,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,73900,3,18.4703824043989,0,0,New
Audi,Q5 S line Premium Plus,2023,4648,Hybrid,2.0,Automatic,Mythos Black,Black,None reported,Yes,47598,3,10.238330823833083,1,0,New
Lexus,GX 460 Base,2018,52100,Gasoline,301.0,6-Speed A/T,White,Beige,None reported,Yes,38000,8,0.7293526035968599,1,0,Moderate
BMW,X1 sDrive28i,2014,50100,Gasoline,240.0,A/T,Brown,Beige,None reported,Yes,10795,12,0.21546476118241153,1,0,Old
Alfa,Romeo Stelvio Ti,2020,41000,Gasoline,280.0,8-Speed A/T,White,Black,None reported,Yes,32400,6,0.7902246286675935,0,0,Moderate
RAM,1500 Big Horn,2021,70968,Gasoline,395.0,8-Speed A/T,Black,Black,None reported,Yes,34000,5,0.4790824162662571,0,0,New
BMW,M4 Base,2015,26600,Gasoline,425.0,A/T,White,–,None reported,Yes,53000,11,1.9924063005150183,1,0,Old
Tesla,Model X Long Range,2022,15443,Gasoline,670.0,1-Speed A/T,Red,Black,None reported,Yes,84500,4,5.4713804713804715,1,0,New
Volvo,S90 T5 Momentum,2018,95000,Gasoline,250.0,8-Speed A/T,White,Beige,None reported,Yes,18000,8,0.1894716897716866,0,0,Moderate
Subaru,Impreza WRX Sti,2005,94000,Gasoline,300.0,6-Speed M/T,Black,Blue,None reported,Yes,19500,21,0.2074446016531739,0,0,Very Old
BMW,X6 xDrive40i,2020,45076,Gasoline,3.0,Automatic,Blue,Black,None reported,Yes,57998,6,1.286642855558267,1,0,Moderate
Cadillac,CTS 2.0L Turbo Luxury,2014,110000,Gasoline,272.0,A/T,Gold,Beige,None reported,Yes,11000,12,0.0999990909173553,0,1,Old
Land,Rover Discovery Sport HSE,2016,49083,Gasoline,2.0,9-Speed Automatic,Indus Silver,Ebony,None reported,Yes,21590,10,0.43985820226550404,1,0,Moderate
Genesis,G90 5.0 Ultimate,2017,63500,Gasoline,420.0,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,27500,9,0.43306404623549233,0,0,Moderate
Mercedes-Benz,CLK-Class CLK 350,2009,21500,Gasoline,268.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,18000,17,0.8371703641691084,1,0,Old
Kia,Optima EX,2019,68166,Gasoline,1.6,Automatic,Ebony Black,Black,None reported,Yes,20818,7,0.30539703962327813,0,0,Moderate
Toyota,Highlander SE,2018,53607,Gasoline,3.5,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,Yes,31853,8,0.5941837039247874,0,0,Moderate
Mercedes-Benz,Sprinter 4500 High Roof,2019,16813,Diesel,188.0,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,45900,7,2.7298679671702155,1,0,Moderate
BMW,X1 xDrive28i,2020,18200,Gasoline,228.0,A/T,White,Beige,At least 1 accident or damage reported,Yes,29500,6,1.6207900664798638,1,0,Moderate
Audi,S3 2.0T Tech Premium Plus,2018,16400,Gasoline,292.0,A/T,Blue,Red,None reported,Yes,42800,8,2.609596975794159,1,0,Moderate
Toyota,Tundra Hybrid TRD Pro,2022,7000,Hybrid,437.0,10-Speed A/T,Orange,–,None reported,Yes,75500,4,10.784173689472933,0,0,New
Audi,SQ5 3.0T Premium Plus,2022,8497,Gasoline,3.0,Automatic,Ibis White,Black,None reported,Yes,52900,4,6.22499411626265,1,0,New
Audi,A6 2.0T Premium Plus,2016,68000,Gasoline,252.0,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,20000,10,0.2941133218629138,1,0,Moderate
BMW,328 xi,2007,83000,Gasoline,230.0,6-Speed A/T,Black,Brown,None reported,Yes,8995,19,0.1083721882868881,1,0,Old
Audi,SQ5 3.0T Prestige,2018,25000,Gasoline,354.0,8-Speed A/T,Gray,Black,None reported,Yes,50000,8,1.999920003199872,1,0,Moderate
Cadillac,Escalade Sport Platinum,2021,15689,Diesel,3.0,10-Speed Automatic,Infrared Tintcoat,Jet Black,None reported,Yes,97952,5,6.24295729764181,0,0,New
BMW,M235 i,2014,125450,Gasoline,320.0,6-Speed M/T,Blue,Black,None reported,Yes,17200,12,0.13710532399104033,1,1,Old
Kia,Telluride SX,2023,9822,Gasoline,3.8,8-Speed Automatic,Midnight Black,Gray,None reported,Yes,50998,3,5.191692965489158,0,0,New
Chevrolet,Express 3500 Base,2008,144000,Gasoline,323.0,A/T,White,Gray,None reported,Yes,22000,18,0.15277671682835536,0,1,Old
GMC,Acadia SLE,2020,30900,Gasoline,2.5,9-Speed Automatic,Summit White,Jet Black,None reported,Yes,27654,6,0.8949224944176564,0,0,Moderate
BMW,X3 xDrive30i,2021,2492,Gasoline,2.0,Automatic,Phytonic Blue Metallic,Canberra Beige/Black,None reported,Yes,41598,5,16.685920577617328,1,0,New
Audi,TT 2.0T,2015,126760,Gasoline,211.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,14000,11,0.11044406402600168,1,1,Old
